,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
74,ESBL11,74 length=108 depth=0.89x,misc,M_65,False,False,False,0.89,108,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ESBL11,75 length=104 depth=1.45x,misc,M_66,False,False,False,1.45,104,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL11,5 length=147661 depth=1.18x,plasmid,P_0,True,True,False,1.18,147661,"[""ant(3'')-Ia"", 'mph(A)', 'catB3', 'aadA5', ""aac(6')-Ib-cr"", 'dfrA17', 'sul1', 'sul2', 'blaOXA-1', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA', 'ARR-3', ""aph(3'')-Ib"", 'erm(B)']",29654..29940,,,,,,,,,97689..98076,63939..64620,,,,,,35050..35310,,,,,,,,,,27276..27875,24115..24903,,25526..25692,1421..2224,,,,,,,,9056..9931,,28006..28836,,,,28974..29606,,,,,25034..25507,14592..15355,,,,16513..17434,,22729..23595,545..1360,,,4039..5285,,
6,ESBL11,6 length=97620 depth=0.82x circular=true,plasmid,P_1,True,False,True,0.82,97620,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86376..87260,,,,,,,
8,ESBL11,8 length=5180 depth=3.69x circular=true,plasmid,P_2,True,False,True,3.69,5180,['Col156'],,,,,,717..870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL11,9 length=5166 depth=3.59x circular=true,plasmid,P_3,True,False,True,3.59,5166,['Col156'],,,,,,511..664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL11,10 length=4082 depth=4.59x circular=true,plasmid,P_4,True,False,True,4.59,4082,['Col8282'],,,,,,,3660..3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL11,14 length=1459 depth=9.56x circular=true,plasmid,P_5,True,False,True,9.56,1459,['Col(MG828)'],,,,675..936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL10,1 length=5247167 depth=1.00x,chromosome,C_0,False,True,False,1.00,5247167,"['blaCTX-M-15', ""aac(6')-Ib-cr"", 'catB3', 'mdf(A)', 'blaOXA-1']",,,,,,,,,,,,,,,,,,,,,,,,,,,3521303..3521902,,,,,,,,,,,3527728..3528603,,,3522033..3522863,,,,3523001..3523445,,,,,,,,1959230..1960462,,,,,,,,,,
2,ESBL10,2 length=102282 depth=1.14x,plasmid,P_0,True,False,False,1.14,102282,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,80031..80414,93201..93882,,,16632..17132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL10,3 length=15251 depth=7.11x circular=true,plasmid,P_1,False,False,True,7.11,15251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL10,4 length=1457 depth=1.65x,misc,M_0,False,False,False,1.65,1457,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL10,5 length=671 depth=1.75x,misc,M_1,False,False,False,1.75,671,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL10,6 length=647 depth=1.34x,misc,M_2,False,False,False,1.34,647,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL10,7 length=492 depth=1.75x,misc,M_3,False,False,False,1.75,492,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL10,8 length=486 depth=1.75x,misc,M_4,False,False,False,1.75,486,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL10,9 length=335 depth=1.57x,misc,M_5,False,False,False,1.57,335,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL10,10 length=191 depth=1.39x,misc,M_6,False,False,False,1.39,191,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL10,11 length=149 depth=1.45x,misc,M_7,False,False,False,1.45,149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL10,12 length=125 depth=1.72x,misc,M_8,False,False,False,1.72,125,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL10,13 length=100 depth=1.53x,misc,M_9,False,False,False,1.53,100,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL04,1 length=2190695 depth=1.00x,chromosome,C_0,False,True,False,1.00,2190695,['blaCTX-M-15'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770679..1771554,,,,,,,,,,,,,,,,,,,,,,,,,
2,ESBL04,2 length=2082491 depth=0.86x,chromosome,C_1,False,True,False,0.86,2082491,"[""aac(6')-Ib-cr"", 'aac(3)-IIa', 'catB3', 'mdf(A)', 'blaOXA-1']",,,,,,,,,,,,,,,,,,,,,,,,,961375..962235,,964639..965238,,,,,,,,,,,,,,963678..964508,,,,963096..963540,,,,,,,,891839..893071,,,,,,,,,,
3,ESBL04,3 length=1061114 depth=1.11x,chromosome,C_2,False,False,False,1.11,1061114,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL04,4 length=33472 depth=1.91x,misc,M_0,False,False,False,1.91,33472,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL04,5 length=2249 depth=1.44x,misc,M_1,False,False,False,1.44,2249,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL04,6 length=1459 depth=10.45x circular=true,plasmid,P_0,True,False,True,10.45,1459,['Col(MG828)'],,,,675..936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL19,1 length=3883180 depth=1.00x,chromosome,C_0,False,True,False,1.00,3883180,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412607..2413839,,,,,,,,,,
2,ESBL19,2 length=1111999 depth=1.27x,chromosome,C_1,False,False,False,1.27,1111999,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL19,3 length=130233 depth=1.29x circular=true,plasmid,P_0,True,True,True,1.29,130233,"[""ant(3'')-Ia"", 'mph(A)', ""aph(3'')-Ib"", 'aadA5', 'dfrA17', 'Col156', 'sul1', 'sul2', 'IncFIB(AP001918)', 'tet(A)', 'blaCTX-M-27', 'IncFII(pRSB107)', 'IncFIA']",,,,,,23427..23580,,,,114493..114880,130155..130233,,,,,,85683..85943,,,,,,,,,,,107598..108386,,109009..109175,96946..97749,,,,,,,,91404..92279,,,,,,,,,,,108517..108990,,,,,99996..100917,,106212..107078,97810..98625,,,93885..95131,,
4,ESBL19,4 length=87713 depth=1.21x circular=true,plasmid,P_1,True,False,True,1.21,87713,['IncI1'],,,,,,,,,,,,,,,,,,87457..87598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL19,6 length=5167 depth=3.61x circular=true,plasmid,P_2,True,False,True,3.61,5167,['Col156'],,,,,,511..664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL19,8 length=1549 depth=12.03x circular=true,plasmid,P_3,True,False,True,12.03,1549,['Col(MG828)'],,,,708..969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL19,5 length=30696 depth=1.61x,misc,M_0,False,False,False,1.61,30696,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL19,7 length=2666 depth=0.28x,misc,M_1,False,False,False,0.28,2666,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL19,9 length=223 depth=1.30x,misc,M_2,False,False,False,1.30,223,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL18,1 length=2252228 depth=1.11x,chromosome,C_0,False,False,False,1.11,2252228,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ESBL18,2 length=1609627 depth=0.84x,chromosome,C_1,False,False,False,0.84,1609627,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL18,3 length=626137 depth=0.90x,misc,M_0,False,True,False,0.90,626137,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311429..312661,,,,,,,,,,
4,ESBL18,4 length=409331 depth=1.00x,misc,M_1,False,False,False,1.00,409331,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL18,8 length=32907 depth=10.75x,misc,M_2,False,False,False,10.75,32907,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL18,9 length=32597 depth=0.89x,misc,M_3,False,False,False,0.89,32597,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL18,10 length=24790 depth=0.76x,misc,M_4,False,False,False,0.76,24790,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL18,11 length=8082 depth=9.28x,misc,M_5,False,False,False,9.28,8082,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL18,14 length=4212 depth=1.08x,misc,M_6,False,False,False,1.08,4212,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL18,16 length=2556 depth=2.05x,misc,M_7,False,False,False,2.05,2556,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL18,17 length=1771 depth=1.19x,misc,M_8,False,False,False,1.19,1771,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL18,18 length=1726 depth=1.27x,misc,M_9,False,False,False,1.27,1726,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL18,22 length=1356 depth=1.56x,misc,M_10,False,False,False,1.56,1356,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL18,23 length=1219 depth=1.37x,misc,M_11,False,False,False,1.37,1219,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL18,24 length=1151 depth=0.27x,misc,M_12,False,False,False,0.27,1151,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL18,25 length=1112 depth=1.06x,misc,M_13,False,False,False,1.06,1112,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL18,26 length=1023 depth=19.50x,misc,M_14,False,False,False,19.50,1023,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL18,27 length=994 depth=1.85x,misc,M_15,False,False,False,1.85,994,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL18,28 length=994 depth=1.55x,misc,M_16,False,False,False,1.55,994,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL18,29 length=830 depth=1.25x,misc,M_17,False,False,False,1.25,830,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL18,30 length=830 depth=1.30x,misc,M_18,False,False,False,1.30,830,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL18,31 length=647 depth=15.89x,misc,M_19,False,False,False,15.89,647,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL18,32 length=511 depth=1.02x,misc,M_20,False,False,False,1.02,511,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL18,33 length=476 depth=17.12x,misc,M_21,False,False,False,17.12,476,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL18,34 length=474 depth=12.22x,misc,M_22,False,False,False,12.22,474,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL18,35 length=442 depth=0.94x,misc,M_23,False,False,False,0.94,442,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL18,36 length=442 depth=0.80x,misc,M_24,False,False,False,0.80,442,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ESBL18,37 length=427 depth=15.85x,misc,M_25,False,False,False,15.85,427,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESBL18,38 length=427 depth=1.03x,misc,M_26,False,False,False,1.03,427,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESBL18,39 length=410 depth=1.03x,misc,M_27,False,False,False,1.03,410,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ESBL18,40 length=406 depth=2.52x,misc,M_28,False,False,False,2.52,406,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ESBL18,41 length=404 depth=16.05x,misc,M_29,False,False,False,16.05,404,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ESBL18,42 length=328 depth=21.04x,misc,M_30,False,False,False,21.04,328,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESBL18,43 length=281 depth=1.37x,misc,M_31,False,False,False,1.37,281,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ESBL18,44 length=256 depth=1.77x,misc,M_32,False,False,False,1.77,256,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ESBL18,45 length=242 depth=2.52x,misc,M_33,False,False,False,2.52,242,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ESBL18,46 length=203 depth=13.66x,misc,M_34,False,False,False,13.66,203,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ESBL18,47 length=196 depth=11.05x,misc,M_35,False,False,False,11.05,196,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ESBL18,48 length=185 depth=23.06x,misc,M_36,False,False,False,23.06,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ESBL18,49 length=136 depth=1.37x,misc,M_37,False,False,False,1.37,136,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ESBL18,50 length=128 depth=3.08x,misc,M_38,False,False,False,3.08,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ESBL18,51 length=128 depth=1.99x,misc,M_39,False,False,False,1.99,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ESBL18,52 length=107 depth=15.97x,misc,M_40,False,False,False,15.97,107,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL18,5 length=108392 depth=0.61x circular=true,plasmid,P_0,True,False,True,0.61,108392,['IncFIB(pHCM2)'],,,,,,,,,,,,181..1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL18,6 length=91890 depth=1.28x circular=true,plasmid,P_1,True,True,True,1.28,91890,"['IncB/O/K/Z', 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', 'blaTEM-15']",,,,,,,,,91615..91774,,,,,,,,,,,,,,,,,,,,,,37059..37862,,31269..32001,,,,,,,,,35943..36803,,,,,,,,,,,,,,,,37923..38738,,,,,
7,ESBL18,7 length=39810 depth=0.66x circular=true,plasmid,P_2,True,True,True,0.66,39810,"['IncX1', 'IncX3', 'blaTEM-15']",,,,,,,,,,,,,,,,,,,,,,880..1253,1..233,,,,,,,,,,,,,,,,,,,12452..13312,,,,,,,,,,,,,,,,,,,,,
12,ESBL18,12 length=6663 depth=3.45x circular=true,plasmid,P_3,True,False,True,3.45,6663,['ColRNAI'],,,,,,,,3433..3563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL18,13 length=5631 depth=2.73x circular=true,plasmid,P_4,True,False,True,2.73,5631,['ColRNAI'],,,,,,,,4119..4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL18,15 length=3916 depth=2.18x circular=true,plasmid,P_5,True,False,True,2.18,3916,['ColRNAI'],,,,,,,,872..1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL18,19 length=1565 depth=13.82x circular=true,plasmid,P_6,True,False,True,13.82,1565,['Col(MG828)'],,,,176..437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL18,20 length=1551 depth=9.78x circular=true,plasmid,P_7,True,False,True,9.78,1551,['Col(MG828)'],,,,709..968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL18,21 length=1506 depth=13.39x circular=true,plasmid,P_8,True,False,True,13.39,1506,['Col(MG828)'],,,,726..983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL06,1 length=2747368 depth=1.00x,chromosome,C_0,False,True,False,1.00,2747368,"['mdf(A)', 'tet(34)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730491..731723,,,,,,,1355797..1356152,,,
2,ESBL06,2 length=1726711 depth=1.25x,chromosome,C_1,False,False,False,1.25,1726711,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL06,3 length=418809 depth=0.80x,misc,M_0,False,False,False,0.80,418809,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL06,8 length=3535 depth=0.95x,misc,M_1,False,False,False,0.95,3535,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL06,9 length=3218 depth=2.26x,misc,M_2,False,False,False,2.26,3218,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL06,10 length=2328 depth=0.36x,misc,M_3,False,False,False,0.36,2328,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL06,11 length=1571 depth=1.99x,misc,M_4,False,False,False,1.99,1571,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL06,12 length=1553 depth=1.86x,misc,M_5,False,False,False,1.86,1553,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL06,13 length=1464 depth=2.31x,misc,M_6,False,False,False,2.31,1464,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL06,14 length=970 depth=1.19x,misc,M_7,False,False,False,1.19,970,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL06,15 length=856 depth=1.26x,misc,M_8,False,False,False,1.26,856,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL06,16 length=856 depth=0.86x,misc,M_9,False,False,False,0.86,856,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL06,18 length=830 depth=1.32x,misc,M_10,False,False,False,1.32,830,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL06,17 length=830 depth=0.93x,misc,M_11,False,False,False,0.93,830,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL06,19 length=768 depth=0.67x,misc,M_12,False,False,False,0.67,768,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL06,20 length=759 depth=1.49x,misc,M_13,False,False,False,1.49,759,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL06,21 length=664 depth=1.33x,misc,M_14,False,False,False,1.33,664,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL06,22 length=660 depth=1.31x,misc,M_15,False,False,False,1.31,660,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL06,24 length=643 depth=1.27x,misc,M_16,False,False,False,1.27,643,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL06,23 length=643 depth=1.03x,misc,M_17,False,False,False,1.03,643,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL06,25 length=538 depth=1.32x,misc,M_18,False,False,False,1.32,538,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL06,27 length=487 depth=1.36x,misc,M_19,False,False,False,1.36,487,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL06,26 length=487 depth=1.00x,misc,M_20,False,False,False,1.00,487,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL06,29 length=467 depth=0.71x,misc,M_21,False,False,False,0.71,467,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL06,28 length=467 depth=0.62x,misc,M_22,False,False,False,0.62,467,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL06,31 length=458 depth=1.08x,misc,M_23,False,False,False,1.08,458,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL06,30 length=458 depth=1.21x,misc,M_24,False,False,False,1.21,458,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
